,Quarter,Tm,Detail,KAN,MIA
0,1.0,Dolphins,Rickey Isom 6 yard rush (Willie Beecher kick),0,7
1,2.0,Dolphins,Ronald Scott 2 yard rush (Willie Beecher kick),0,14
2,3.0,Dolphins,Ronald Scott 4 yard rush (Willie Beecher kick),0,21
3,3.0,Dolphins,Liffort Hobley 55 yard defensive fumble return (Willie Beecher kick),0,28
4,3.0,Dolphins,Trell Hooper 59 yard defensive fumble return (Willie Beecher kick),0,35
5,4.0,Dolphins,Ronald Scott 3 yard rush (Willie Beecher kick),0,42
