,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,George Blanda 44 yard field goal,0,3
1,1.0,Lions,Doak Walker 14 yard field goal,3,3
2,2.0,Bears,Eddie Macon 14 yard rush,3,9
3,2.0,Lions,Bob Hoernschemeyer 1 yard rush (Doak Walker kick),10,9
4,3.0,Bears,Bill McColl 55 yard pass from George Blanda (George Blanda kick),10,16
5,3.0,Lions,Doak Walker 26 yard field goal,13,16
6,4.0,Lions,Doak Walker 2 yard rush (Doak Walker kick),20,16
