,Quarter,Tm,Detail,DET,CHI
0,1.0,Lions,Vince Thompson 1 yard rush (Eddie Murray kick),7,0
1,1.0,Lions,Jeff Chadwick 21 yard pass from Eric Hipple (Eddie Murray kick),14,0
2,2.0,Bears,Bob Thomas 45 yard field goal,14,3
3,2.0,Lions,Eddie Murray 29 yard field goal,17,3
4,3.0,Lions,James Jones 8 yard rush (Eddie Murray kick),24,3
5,3.0,Lions,Leonard Thompson 40 yard rush (Eddie Murray kick),31,3
6,4.0,Bears,Walter Payton 1 yard rush (Bob Thomas kick),31,10
7,4.0,Bears,Emery Moorehead 18 yard pass from Jim McMahon (Bob Thomas kick),31,17
8,4.0,Lions,James Jones 1 yard rush (Eddie Murray kick),38,17
