,Quarter,Tm,Detail,PIT,CLE
0,1.0,Browns,"Safety, Bradshaw tackled in end zone by Snidow",0,2
1,2.0,Steelers,Terry Bradshaw 22 yard rush (Gene Mingo kick),7,2
2,3.0,Browns,Reece Morrison 53 yard pass from Mike Phipps,7,8
3,3.0,Browns,Erich Barnes 38 yard interception return (Don Cockroft kick),7,15
