,Quarter,Time,Tm,Detail,BUF,NWE
0,1.0,9:21,Bills,Stephen Hauschka 35 yard field goal,3,0
1,1.0,1:56,Patriots,Matt LaCosse 8 yard pass from Tom Brady (Nick Folk kick),3,7
2,2.0,5:07,Patriots,Nick Folk 36 yard field goal,3,10
3,2.0,0:06,Bills,Dion Dawkins 1 yard pass from Josh Allen (Stephen Hauschka kick),10,10
4,3.0,9:58,Patriots,Nick Folk 51 yard field goal,10,13
5,3.0,7:34,Bills,John Brown 53 yard pass from Josh Allen (Stephen Hauschka kick),17,13
6,4.0,10:48,Patriots,Nick Folk 20 yard field goal,17,16
7,4.0,5:11,Patriots,Rex Burkhead 1 yard rush (Julian Edelman pass from Tom Brady ),17,24
