,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Bruce Gossett 35 yard field goal,3,0
1,1.0,Packers,Don Chandler 22 yard field goal,3,3
2,4.0,Packers,Don Chandler 7 yard field goal,3,6
