,Quarter,Tm,Detail,NYG,WAS
0,1.0,Giants,Len Younce 17 yard field goal,3,0
1,2.0,Redskins,Ed Quirk 2 yard rush (Dick Poillon kick),3,7
2,2.0,Redskins,Hal Crisler 30 yard pass from Tommy Mont (Dick Poillon kick),3,14
3,3.0,Redskins,Sammy Baugh 1 yard rush (Dick Poillon kick),3,21
4,3.0,Giants,Joe Scott 4 yard rush (Len Younce kick),10,21
5,4.0,Redskins,Dan Sandifer 86 yard pass from Sammy Baugh (Dick Poillon kick),10,28
6,4.0,Redskins,Hal Crisler 12 yard pass from Sammy Baugh,10,34
7,4.0,Redskins,Jim Castiglia 32 yard pass from Tommy Mont (Dick Poillon kick),10,41
