,Quarter,Time,Tm,Detail,KAN,SDG
0,1.0,9:42,Chiefs,Joe Horn 31 yard pass from Elvis Grbac (Pete Stoyanovich kick),7,0
1,1.0,1:40,Chiefs,Tony Gonzalez 12 yard pass from Elvis Grbac (Pete Stoyanovich kick),14,0
2,2.0,7:20,Chargers,Natrone Means 4 yard rush (John Carney kick),14,7
3,2.0,1:41,Chargers,Kenny Bynum 18 yard pass from Erik Kramer (John Carney kick),14,14
4,3.0,10:57,Chargers,Chris Penn 11 yard pass from Erik Kramer (John Carney kick),14,21
