,Quarter,Tm,Detail,WAS,PIT
0,1.0,Steelers,Preston Carpenter 8 yard pass from Rudy Bukich (Lou Michaels kick),0,7
1,1.0,Steelers,Buddy Dial 23 yard pass from Rudy Bukich (Lou Michaels kick),0,14
2,1.0,Steelers,Lou Michaels 13 yard field goal,0,17
3,4.0,Steelers,Lou Michaels 36 yard field goal,0,20
