,Quarter,Tm,Detail,NYG,PHI
0,1.0,Giants,Ali Haji-Sheikh 25 yard field goal,3,0
1,2.0,Giants,Butch Woolfolk 11 yard rush (Ali Haji-Sheikh kick),10,0
2,2.0,Giants,Ali Haji-Sheikh 48 yard field goal,13,0
3,3.0,Giants,Ali Haji-Sheikh 27 yard field goal,16,0
4,4.0,Giants,John Tuggle 7 yard rush (Ali Haji-Sheikh kick),23,0
