,Quarter,Tm,Detail,DET,GNB
0,1.0,Lions,Eddie Murray 32 yard field goal,3,0
1,2.0,Lions,Eddie Murray 39 yard field goal,6,0
2,2.0,Packers,Eddie Lee Ivery 5 yard rush (Chester Marcol kick),6,7
3,2.0,Lions,Billy Sims 1 yard rush (Eddie Murray kick),13,7
4,2.0,Lions,Eddie Murray 43 yard field goal,16,7
5,3.0,Lions,Eddie Murray 42 yard field goal,19,7
6,3.0,Lions,Eddie Murray 23 yard field goal,22,7
7,4.0,Lions,Billy Sims 87 yard pass from Gary Danielson (Eddie Murray kick),29,7
