,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Tom Colella 75 yard rush (Lou Zontini kick),7,0
1,1.0,Packers,Ben Starret 1 yard rush (Don Hutson kick),7,7
2,2.0,Packers,Joe Laws 9 yard rush (Don Hutson kick),7,14
3,2.0,Rams,Tom Colella 25 yard rush (Lou Zontini kick),14,14
4,2.0,Packers,Lou Brock 8 yard pass from Irv Comp (Don Hutson kick),14,21
5,3.0,Packers,Ted Fritsch 2 yard rush (Don Hutson kick),14,28
6,4.0,Rams,Jim Benton 23 yard pass from Tom Colella (Lou Zontini kick),21,28
7,4.0,Packers,"Safety, Reisz stepped out of end zone",21,30
