,Quarter,Tm,Detail,CIN,HOU
0,1.0,Bengals,Horst Muhlmann 28 yard field goal,3,0
1,1.0,Oilers,Willie Rodgers 1 yard rush (Skip Butler kick),3,7
2,3.0,Oilers,Willie Rodgers 1 yard rush (Skip Butler kick),3,14
3,4.0,Oilers,Ken Burrough 22 yard pass from Dan Pastorini (run failed),3,20
