,Quarter,Tm,Detail,RAM,GNB
0,1.0,Packers,Herb Adderley 98 yard kickoff return (Jerry Kramer kick),0,7
1,1.0,Rams,Pervis Atkins 3 yard pass from Zeke Bratkowski (Danny Villanueva kick),7,7
2,1.0,Packers,"Safety, Gabriel tackled in end zone by Davis",7,9
3,2.0,Packers,Jim Taylor 27 yard pass from Bart Starr,7,15
4,2.0,Rams,Danny Villanueva 33 yard field goal,10,15
5,3.0,Packers,Max McGee 53 yard pass from Bart Starr (Jerry Kramer kick),10,22
6,3.0,Packers,Ron Kramer 19 yard pass from Bart Starr (Jerry Kramer kick),10,29
7,3.0,Packers,Jim Taylor 7 yard rush,10,35
8,4.0,Packers,Earl Gros 19 yard rush (Jerry Kramer kick),10,42
