,Quarter,Tm,Detail,NYG,DAL
0,1.0,Cowboys,Rafael Septien 36 yard field goal,0,3
1,2.0,Giants,Joe Danelo 42 yard field goal,3,3
2,2.0,Cowboys,Butch Johnson 41 yard pass from Danny White (Rafael Septien kick),3,10
3,4.0,Cowboys,Rafael Septien 20 yard field goal,3,13
4,4.0,Cowboys,"Safety, Dutton tackled Simms in end zone",3,15
5,4.0,Cowboys,Rafael Septien 21 yard field goal,3,18
6,4.0,Giants,Johnny Perkins 20 yard pass from Phil Simms (Joe Danelo kick),10,18
