,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Wilbur Moore 59 yard pass from Frank Filchock (Joe Aguirre kick),0,7
1,1.0,Eagles,Steve Van Buren 20 yard rush (Roy Zimmerman kick),7,7
2,2.0,Eagles,Mel Bleeker 9 yard rush,13,7
3,2.0,Eagles,Jack Hinkle 50 yard interception return (Roy Zimmerman kick),20,7
4,3.0,Eagles,Roy Zimmerman 30 yard field goal,23,7
5,4.0,Eagles,Flip McDonald 8 yard pass from Roy Zimmerman (Roy Zimmerman kick),30,7
6,4.0,Eagles,Ernie Steele 21 yard rush (Roy Zimmerman kick),37,7
