,Quarter,Time,Tm,Detail,WAS,PHI
0,1.0,,Eagles,Ty Detmer 3 yard rush (Chris Boniol kick),0,7
1,2.0,,Eagles,Ricky Watters 1 yard rush (Chris Boniol kick),0,14
2,2.0,,Redskins,Scott Blanton 37 yard field goal,3,14
3,2.0,,Eagles,Chris Boniol 34 yard field goal,3,17
4,3.0,,Redskins,Terry Allen 5 yard pass from Gus Frerotte (Scott Blanton kick),10,17
5,4.0,,Eagles,Ricky Watters 1 yard rush (Chris Boniol kick),10,24
