,Quarter,Tm,Detail,CLE,PIT
0,1.0,Steelers,Barry Foster 7 yard rush (Gary Anderson kick),0,7
1,2.0,Browns,Matt Stover 22 yard field goal,3,7
2,2.0,Steelers,Tim Jorden 2 yard pass from Bubby Brister (Gary Anderson kick),3,14
3,2.0,Steelers,Gary Anderson 26 yard field goal,3,17
4,3.0,Browns,Michael Jackson 38 yard pass from Mike Tomczak (Matt Stover kick),10,17
5,3.0,Steelers,Gary Anderson 29 yard field goal,10,20
6,4.0,Browns,Matt Stover 22 yard field goal,13,20
7,4.0,Steelers,Gary Anderson 28 yard field goal,13,23
