,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,George Blanda 35 yard field goal,0,3
1,2.0,Packers,Dom Moselle 5 yard rush (Fred Cone kick),7,3
2,2.0,Packers,Tony Canadeo 10 yard pass from Tobin Rote,13,3
3,2.0,Bears,Steve Romanik 1 yard rush (George Blanda kick),13,10
4,3.0,Bears,George Gulyanics 3 yard rush (George Blanda kick),13,17
5,4.0,Bears,Julie Rykovich 1 yard rush (George Blanda kick),13,24
