,Quarter,Tm,Detail,STL,NYG
0,1.0,Giants,Bobby Hammond 15 yard rush (Joe Danelo kick),0,7
1,2.0,Cardinals,Ike Harris 6 yard pass from Jim Hart (Jim Bakken kick),7,7
2,2.0,Giants,Joe Danelo 20 yard field goal,7,10
3,3.0,Giants,Bill Bryant 54 yard interception return (Joe Danelo kick),7,17
4,3.0,Giants,Joe Danelo 37 yard field goal,7,20
5,4.0,Giants,Willie Spencer 2 yard rush (Joe Danelo kick),7,27
