,Quarter,Tm,Detail,RAM,CHI
0,1.0,Bears,Neal Anderson 12 yard pass from Jim Harbaugh (Kevin Butler kick),0,7
1,1.0,Bears,Jim Harbaugh 12 yard rush (Kevin Butler kick),0,14
2,2.0,Bears,Ron Morris 18 yard pass from Jim Harbaugh (Kevin Butler kick),0,21
3,2.0,Bears,Brad Muster 13 yard rush (Kevin Butler kick),0,28
4,3.0,Bears,Kevin Butler 27 yard field goal,0,31
5,3.0,Rams,Buford McGee 11 yard pass from Jim Everett,6,31
6,4.0,Rams,Mike Lansford 35 yard field goal,9,31
7,4.0,Bears,Neal Anderson 15 yard rush (Kevin Butler kick),9,38
