,Quarter,Time,Tm,Detail,BAL,PIT
0,1.0,,Steelers,Rod Woodson 43 yard interception return (Norm Johnson kick),0,7
1,1.0,,Ravens,Vinny Testaverde 6 yard rush (Matt Stover kick),7,7
2,1.0,,Steelers,Jerome Bettis 1 yard rush (Norm Johnson kick),7,14
3,2.0,,Ravens,Derrick Alexander 17 yard pass from Vinny Testaverde (Matt Stover kick),14,14
4,2.0,,Steelers,Charles Johnson 5 yard pass from Mike Tomczak (Norm Johnson kick),14,21
5,2.0,,Steelers,Andre Hastings 20 yard pass from Mike Tomczak (Norm Johnson kick),14,28
6,2.0,,Ravens,Matt Stover 29 yard field goal,17,28
7,3.0,,Steelers,Norm Johnson 35 yard field goal,17,31
