,Quarter,Tm,Detail,WAS,NYG
0,2.0,Giants,Mark Bavaro 29 yard pass from Phil Simms (Jess Atkinson kick),0,7
1,3.0,Giants,George Adams 2 yard rush (Jess Atkinson kick),0,14
2,4.0,Giants,Jess Atkinson 47 yard field goal,0,17
3,4.0,Redskins,Mark Moseley 47 yard field goal,3,17
