,Quarter,Tm,Detail,CLE,PIT
0,1.0,Browns,Don Cockroft 26 yard field goal,3,0
1,1.0,Steelers,Franco Harris 3 yard rush (Roy Gerela kick),3,7
2,2.0,Browns,Greg Pruitt 1 yard rush (Don Cockroft kick),10,7
3,2.0,Browns,Willie Miller 17 yard special teams fumble return (Don Cockroft kick),17,7
4,2.0,Steelers,Roy Gerela 32 yard field goal,17,10
5,3.0,Steelers,Lynn Swann 3 yard pass from Terry Bradshaw (Roy Gerela kick),17,17
6,3.0,Steelers,Lynn Swann 18 yard pass from Terry Bradshaw (Roy Gerela kick),17,24
7,4.0,Steelers,Franco Harris 8 yard rush (Roy Gerela kick),17,31
