,Quarter,Tm,Detail,WAS,DAL
0,1.0,Redskins,Mark Moseley 48 yard field goal,3,0
1,1.0,Redskins,Frank Grant 14 yard pass from Billy Kilmer (Mark Moseley kick),10,0
2,2.0,Cowboys,Golden Richards 57 yard pass from Roger Staubach (Toni Fritsch kick),10,7
3,2.0,Cowboys,Roger Staubach 4 yard rush (Toni Fritsch kick),10,14
4,4.0,Cowboys,Toni Fritsch 19 yard field goal,10,17
5,4.0,Cowboys,Preston Pearson 5 yard pass from Roger Staubach (Toni Fritsch kick),10,24
6,4.0,Cowboys,Charlie Waters 20 yard interception return (Toni Fritsch kick),10,31
