,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Harry Gilmer 1 yard rush (Bill Dudley kick),0,7
1,1.0,Giants,Forrest Griffith 2 yard rush (Ray Poole kick),7,7
2,2.0,Redskins,Bill Dudley 4 yard pass from Harry Gilmer (Bill Dudley kick),7,14
3,3.0,Giants,Gene Roberts 2 yard rush (Ray Poole kick),14,14
4,4.0,Redskins,Bill Dudley 19 yard field goal,14,17
5,4.0,Giants,Gene Roberts 39 yard pass from Charlie Conerly (Ray Poole kick),21,17
