,Quarter,Tm,Detail,NOR,ATL
0,1.0,Saints,Mike Jones 7 yard pass from Bobby Hebert (Morten Andersen kick),7,0
1,1.0,Saints,Barry Word 1 yard rush (Morten Andersen kick),14,0
2,2.0,Saints,Dalton Hilliard 5 yard rush (Morten Andersen kick),21,0
3,3.0,Saints,Morten Andersen 49 yard field goal,24,0
4,4.0,Saints,Dalton Hilliard 30 yard rush (Morten Andersen kick),31,0
5,4.0,Saints,Mel Gray 3 yard rush (Morten Andersen kick),38,0
