,Quarter,Tm,Detail,PIT,NYG
0,1,Giants,Ward Cuff 60 yard pass from Eddie Miller (Ward Cuff kick),0,7
1,2,Giants,Ward Cuff 23 yard field goal,0,10
2,4,Giants,"Safety, Pirro tackled in end zone",0,12
