,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Ben Agajanian 16 yard field goal,0,3
1,2.0,Giants,Frank Gifford 35 yard pass from Charlie Conerly (Ben Agajanian kick),0,10
2,2.0,Eagles,Bobby Walston 30 yard pass from Bobby Thomason (Bobby Walston kick),7,10
3,3.0,Giants,Bob Topp 19 yard pass from Charlie Conerly (Ben Agajanian kick),7,17
4,3.0,Giants,Ben Agajanian 41 yard field goal,7,20
5,3.0,Giants,Ken MacAfee 17 yard pass from Charlie Conerly (Ben Agajanian kick),7,27
6,4.0,Eagles,Neil Worden 1 yard rush (Bobby Walston kick),14,27
