,Quarter,Tm,Detail,CIN,CLE
0,2.0,Bengals,James Brooks 1 yard rush (Jim Breech kick),7,0
1,3.0,Bengals,Tim McGee 38 yard pass from Boomer Esiason (Jim Breech kick),14,0
2,3.0,Bengals,Rodney Holman 9 yard pass from Boomer Esiason (Jim Breech kick),21,0
