,Quarter,Tm,Detail,WAS,DAL
0,2.0,Cowboys,Dan Reeves 6 yard rush (Mike Clark kick),0,7
1,3.0,Cowboys,Walt Garrison 6 yard pass from Craig Morton (Mike Clark kick),0,14
2,3.0,Cowboys,Walt Garrison 6 yard rush (Mike Clark kick),0,21
3,4.0,Cowboys,Mike Clark 38 yard field goal,0,24
4,4.0,Cowboys,Mike Clark 15 yard field goal,0,27
5,4.0,Cowboys,Dan Reeves 1 yard rush (Mike Clark kick),0,34
