,Quarter,Tm,Detail,NOR,RAM
0,1.0,Rams,Eric Dickerson 11 yard rush (Mike Lansford kick),0,7
1,2.0,Rams,Henry Ellard 17 yard pass from Dieter Brock (Mike Lansford kick),0,14
2,3.0,Saints,Eric Martin 3 yard pass from Dave Wilson (Morten Andersen kick),7,14
3,3.0,Rams,Tony Hunter 29 yard pass from Dieter Brock (Mike Lansford kick),7,21
4,4.0,Saints,Morten Andersen 51 yard field goal,10,21
5,4.0,Rams,Charles White 5 yard rush (Mike Lansford kick),10,28
