,Quarter,Tm,Detail,NYG,PIT
0,1.0,Giants,Joe Morrison 19 yard pass from Fran Tarkenton (Chuck Mercein kick),7,0
1,1.0,Steelers,Kent Nix 1 yard rush (Mike Clark kick),7,7
2,2.0,Giants,Earl Morrall 1 yard rush (Chuck Mercein kick),14,7
3,2.0,Steelers,Don Shy 27 yard pass from Kent Nix (Mike Clark kick),14,14
4,2.0,Steelers,Mike Clark 22 yard field goal,14,17
5,3.0,Steelers,John Hilton 8 yard pass from Kent Nix (Mike Clark kick),14,24
6,4.0,Giants,Fran Tarkenton 7 yard rush,20,24
7,4.0,Giants,Joe Morrison 59 yard pass from Fran Tarkenton (Wendell Harris kick),27,24
