,Quarter,Time,Tm,Detail,WAS,PHI
0,1.0,,Eagles,Rodney Peete 19 yard rush (Chris Boniol kick),0,7
1,2.0,,Redskins,Cary Blanchard 46 yard field goal,3,7
2,2.0,1:07,Eagles,Chris Boniol 44 yard field goal,3,10
3,3.0,1:07,Redskins,Cary Blanchard 34 yard field goal,6,10
4,4.0,1:07,Eagles,Kaseem Sinceno 3 yard pass from Rodney Peete (Chris Boniol kick),6,17
5,4.0,1:07,Redskins,Brian Mitchell 1 yard rush (run failed),12,17
