,Quarter,Tm,Detail,GNB,RAM
0,1.0,Packers,Ted Fritsch 5 yard rush (Ted Fritsch kick),7,0
1,1.0,Rams,Jack Wilson 13 yard pass from Bob Waterfield (Bob Waterfield kick),7,7
2,2.0,Packers,Ted Fritsch 40 yard field goal,10,7
3,2.0,Rams,Tom Harmon 5 yard rush (Bob Waterfield kick),10,14
4,3.0,Rams,Red Hickey 45 yard pass from Bob Waterfield (Bob Waterfield kick),10,21
5,3.0,Packers,Clyde Goodnight 51 yard pass from Tony Canadeo (Ted Fritsch kick),17,21
6,4.0,Rams,Bob Waterfield 28 yard field goal,17,24
7,4.0,Rams,Bob Hoffman 2 yard rush (Bob Waterfield kick),17,31
8,4.0,Rams,Red Hickey 28 yard pass from Bob Waterfield (Bob Waterfield kick),17,38
