,Quarter,Time,Tm,Detail,STL,CAR
0,1.0,9:59,Rams,Jeff Wilkins 38 yard field goal,3,0
1,3.0,5:19,Panthers,Jimmy Hitchcock 88 yard interception return (Joe Nedney kick),3,7
2,4.0,10:18,Panthers,Joe Nedney 20 yard field goal,3,10
3,4.0,4:13,Panthers,Joe Nedney 23 yard field goal,3,13
4,4.0,1:57,Panthers,Joe Nedney 37 yard field goal,3,16
