,Quarter,Tm,Detail,WAS,PHI
0,3.0,Eagles,Pete Retzlaff 52 yard pass from Sonny Jurgensen (Bobby Walston kick),0,7
1,3.0,Redskins,Fred Dugan 80 yard pass from Norm Snead (John Aveni kick),7,7
2,3.0,Eagles,Tommy McDonald 23 yard pass from Sonny Jurgensen (Bobby Walston kick),7,14
