,Quarter,Time,Tm,Detail,KAN,DEN
0,1.0,9:56,Broncos,Knowshon Moreno 3 yard rush (Matt Prater kick),0,7
1,2.0,14:53,Chiefs,Ryan Succop 23 yard field goal,3,7
2,2.0,5:32,Broncos,Eric Decker 11 yard pass from Peyton Manning (Matt Prater kick),3,14
3,2.0,0:10,Broncos,Eric Decker 16 yard pass from Peyton Manning (Matt Prater kick),3,21
4,3.0,9:10,Broncos,Demaryius Thomas 13 yard pass from Peyton Manning (Matt Prater kick),3,28
5,3.0,1:04,Broncos,Lance Ball 1 yard rush (Matt Prater kick),3,35
6,4.0,8:09,Broncos,Matt Prater 42 yard field goal,3,38
