,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Ray Poole 15 yard field goal,0,3
1,2.0,Giants,Tom Landry 7 yard rush (Ray Poole kick),0,10
2,2.0,Redskins,Hugh Taylor 65 yard pass from Eddie LeBaron (George Buksar kick),7,10
3,2.0,Redskins,Hugh Taylor 50 yard pass from Eddie LeBaron,13,10
4,3.0,Redskins,Johnny Papit 13 yard pass from Eddie LeBaron (George Buksar kick),20,10
5,3.0,Giants,Bob McChesney 72 yard pass from Kyle Rote (Ray Poole kick),20,17
6,4.0,Redskins,Hugh Taylor 26 yard pass from Eddie LeBaron (George Buksar kick),27,17
