,Quarter,Tm,Detail,DAL,PHI
0,2.0,Eagles,Cris Carter 4 yard pass from Randall Cunningham (Roger Ruzek kick),0,7
1,2.0,Eagles,Cris Carter 13 yard pass from Matt Cavanaugh (Roger Ruzek kick),0,14
2,2.0,Cowboys,Luis Zendejas 47 yard field goal,3,14
3,2.0,Eagles,Roger Ruzek 29 yard field goal,3,17
4,3.0,Eagles,Roger Ruzek 46 yard field goal,3,20
5,3.0,Cowboys,Daryl Johnston 18 yard pass from Troy Aikman (Luis Zendejas kick),10,20
