,Quarter,Tm,Detail,MIN,DET
0,1.0,Lions,Billy Sims 14 yard rush (Eddie Murray kick),0,7
1,1.0,Lions,Robbie Martin 45 yard punt return (Eddie Murray kick),0,14
2,2.0,Vikings,Joe Senser 3 yard pass from Tommy Kramer (Rick Danmeier kick),7,14
3,2.0,Lions,Eddie Murray 26 yard field goal,7,17
4,2.0,Lions,Freddie Scott 7 yard pass from Eric Hipple (Eddie Murray kick),7,24
5,2.0,Lions,Leonard Thompson 10 yard pass from Eric Hipple (Eddie Murray kick),7,31
6,3.0,Lions,Leonard Thompson 1 yard rush (Eddie Murray kick),7,38
7,4.0,Lions,Tracy Porter 27 yard pass from Gary Danielson (Eddie Murray kick),7,45
