,Quarter,Tm,Detail,DET,GNB
0,1.0,Packers,Barty Smith 1 yard rush (Chester Marcol kick),0,7
1,2.0,Packers,David Whitehurst 1 yard rush (Chester Marcol kick),0,14
2,2.0,Packers,Aundra Thompson 43 yard pass from David Whitehurst (Chester Marcol kick),0,21
3,3.0,Lions,Luther Blue 12 yard pass from Gary Danielson (Benny Ricardo kick),7,21
4,3.0,Packers,Terdell Middleton 76 yard rush (Chester Marcol kick),7,28
5,4.0,Packers,Aundra Thompson 19 yard pass from David Whitehurst (Chester Marcol kick),7,35
6,4.0,Lions,Freddie Scott 42 yard pass from Gary Danielson (Benny Ricardo kick),14,35
