,Quarter,Tm,Detail,HOU,CIN
0,1.0,Bengals,Doug Dressler 4 yard rush (Horst Muhlmann kick),0,7
1,1.0,Bengals,Horst Muhlmann 10 yard field goal,0,10
2,2.0,Bengals,Horst Muhlmann 42 yard field goal,0,13
3,3.0,Bengals,Essex Johnson 17 yard rush (Horst Muhlmann kick),0,20
4,4.0,Bengals,Ken Anderson 6 yard rush (Horst Muhlmann kick),0,27
5,4.0,Bengals,Horst Muhlmann 33 yard field goal,0,30
6,4.0,Oilers,Paul Robinson 6 yard rush (Skip Butler kick),7,30
