,Quarter,Tm,Detail,DET,GNB
0,1,Lions,Mike Prindle 23 yard field goal,3,0
1,2,Packers,Max Zendejas 39 yard field goal,3,3
2,2,Packers,Max Zendejas 28 yard field goal,3,6
3,3,Lions,Mike Prindle 32 yard field goal,6,6
4,4,Packers,Don Summers 10 yard pass from Alan Risher (Max Zendejas kick),6,13
5,4,Lions,Darrell Grymes 7 yard pass from Todd Hons (Mike Prindle kick),13,13
6,4,Lions,Mike Prindle 27 yard field goal,16,13
7,4,Packers,Max Zendejas 45 yard field goal,16,16
8,OT,Lions,Mike Prindle 31 yard field goal,19,16
