,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Billy Sims 3 yard rush (Eddie Murray kick),0,7
1,2.0,Lions,Dexter Bussey 14 yard pass from Eric Hipple (Eddie Murray kick),0,14
2,2.0,Bears,Bob Thomas 23 yard field goal,3,14
3,2.0,Lions,Eddie Murray 35 yard field goal,3,17
4,2.0,Bears,Ken Margerum 12 yard pass from Vince Evans (Bob Thomas kick),10,17
5,3.0,Lions,Ulysses Norris 20 yard pass from Gary Danielson (Eddie Murray kick),10,24
6,4.0,Bears,Matt Suhey 10 yard pass from Vince Evans (Bob Thomas kick),17,24
7,4.0,Lions,Eric Hipple 8 yard rush (Eddie Murray kick),17,31
