,Quarter,Time,Tm,Detail,NYG,DAL
0,1.0,8:11,Giants,Evan Engram 1 yard pass from Eli Manning (Aldrick Rosas kick),7,0
1,1.0,3:25,Cowboys,Blake Jarwin 28 yard pass from Dak Prescott (Brett Maher kick),7,7
2,2.0,10:23,Cowboys,Jason Witten 4 yard pass from Dak Prescott (Brett Maher kick),7,14
3,2.0,1:19,Cowboys,Amari Cooper 21 yard pass from Dak Prescott (Brett Maher kick),7,21
4,3.0,11:03,Giants,Aldrick Rosas 28 yard field goal,10,21
5,3.0,9:53,Cowboys,Randall Cobb 25 yard pass from Dak Prescott (Brett Maher kick),10,28
6,3.0,1:18,Cowboys,Ezekiel Elliott 10 yard rush (Brett Maher kick),10,35
7,4.0,2:54,Giants,Wayne Gallman 2 yard rush (Aldrick Rosas kick),17,35
