,Quarter,Tm,Detail,NYG,PIT
0,1.0,Steelers,Joe Glamp 12 yard field goal,0,3
1,3.0,Giants,Gordon Paschka 2 yard rush (Ken Strong kick),7,3
2,4.0,Steelers,Tony Compagno 4 yard rush (Joe Glamp kick),7,10
3,4.0,Steelers,Val Jansante 19 yard pass from Johnny Clement (Joe Glamp kick),7,17
4,4.0,Steelers,Charlie Seabright 39 yard interception return (Joe Glamp kick),7,24
