,Quarter,Tm,Detail,CRD,GNB
0,2.0,Packers,Eddie Kotal 40 yard rush,0,6
1,2.0,Packers,Verne Lewellen 1 yard rush (Harry O'Boyle kick),0,13
2,4.0,Packers,Verne Lewellen 1 yard rush (Harry O'Boyle kick),0,20
