,Quarter,Tm,Detail,NYG,PIT
0,2.0,Steelers,Elbie Nickel 52 yard pass from Bob Gage (Joe Glamp kick),0,7
1,2.0,Steelers,Jerry Nuzum 9 yard rush (Joe Glamp kick),0,14
2,2.0,Steelers,Don Samuel 31 yard rush (Joe Glamp kick),0,21
3,4.0,Steelers,Joe Geri 2 yard rush (Joe Glamp kick),0,28
4,4.0,Giants,Ray Poole 13 yard pass from Charlie Conerly (Ben Agajanian kick),7,28
