,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Sam Baker 19 yard field goal,3,0
1,2.0,Giants,Bobby Duhon 33 yard pass from Fran Tarkenton (Pete Gogolak kick),3,7
2,2.0,Eagles,Sam Baker 19 yard field goal,6,7
