,Quarter,Tm,Detail,CHI,MIN
0,1.0,Bears,Gale Sayers 10 yard rush (Mac Percival kick),7,0
1,3.0,Bears,Mac Percival 17 yard field goal,10,0
2,3.0,Bears,Bennie McRae 34 yard interception return (Mac Percival kick),17,0
3,4.0,Vikings,John Beasley 1 yard pass from Joe Kapp (Fred Cox kick),17,7
