,Quarter,Tm,Detail,DET,RAM
0,1.0,Rams,Bob Hoffman 2 yard rush (Bob Waterfield kick),0,7
1,2.0,Rams,Bob Hoffman 1 yard rush (Bob Waterfield kick),0,14
2,2.0,Rams,Fred Gehrke 28 yard rush (Bob Waterfield kick),0,21
3,3.0,Lions,Joe Margucci 32 yard pass from Fred Enke (Merv Pregulman kick),7,21
4,3.0,Rams,Bob Waterfield 14 yard field goal,7,24
5,4.0,Rams,Red Hickey 16 yard pass from Jim Hardy (Bob Waterfield kick),7,31
6,4.0,Rams,Tom Fears 4 yard pass from Jim Hardy (Bob Waterfield kick),7,38
7,4.0,Rams,Tom Fears 35 yard interception return,7,44
