,Quarter,Tm,Detail,TAM,HOU
0,2.0,Oilers,Fred Willis 13 yard pass from Dan Pastorini (Skip Butler kick),0,7
1,3.0,Oilers,Skip Butler 33 yard field goal,0,10
2,4.0,Oilers,Ken Burrough 42 yard pass from Dan Pastorini (Skip Butler kick),0,17
3,4.0,Oilers,Skip Butler 44 yard field goal,0,20
