,Quarter,Tm,Detail,NYG,PHI
0,2.0,Eagles,Bob Pylman 90 yard fumble return (Hank Reese kick),0,7
1,2.0,Giants,Jim Poole 28 yard pass from Ed Danowski (Ward Cuff kick),7,7
2,3.0,Giants,Ward Cuff 23 yard field goal,10,7
3,4.0,Eagles,Joe Carter 90 yard fumble return (Hank Reese kick),10,14
