,Quarter,Tm,Detail,PHI,WAS
0,1.0,Redskins,Sam Baker 30 yard field goal,0,3
1,2.0,Redskins,Ed Sutton 2 yard rush (Sam Baker kick),0,10
2,2.0,Redskins,Sam Baker 18 yard field goal,0,13
3,4.0,Redskins,Bill Anderson 71 yard pass from Eddie LeBaron (Sam Baker kick),0,20
