,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Pete Pihos 6 yard pass from Adrian Burk (Bobby Walston kick),0,7
1,1.0,Redskins,Laurie Niemi fumble recovery in end zone (Bill Dudley kick),7,7
2,2.0,Eagles,Pete Pihos 10 yard pass from Bobby Thomason (Bobby Walston kick),7,14
3,2.0,Redskins,Hugh Taylor 24 yard pass from Jack Scarbath (Bill Dudley kick),14,14
4,3.0,Redskins,Hugh Taylor 61 yard pass from Jack Scarbath (Bill Dudley kick),21,14
5,4.0,Eagles,Adrian Burk 1 yard rush (Bobby Walston kick),21,21
