,Quarter,Tm,Detail,GNB,RAM
0,1.0,Packers,"Safety, Pureifory tackled Jaworski in end zone",2,0
1,2.0,Packers,Joe Danelo 48 yard field goal,5,0
2,2.0,Rams,Tom Dempsey 40 yard field goal,5,3
3,2.0,Rams,Rob Scribner 3 yard rush,5,9
4,3.0,Rams,Tom Dempsey 39 yard field goal,5,12
5,4.0,Rams,Tom Dempsey 38 yard field goal,5,15
6,4.0,Rams,John Cappelletti 2 yard rush (Tom Dempsey kick),5,22
