,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Keith Woodside 10 yard rush (Chris Jacke kick),0,7
1,2.0,Bears,Kevin Butler 41 yard field goal,3,7
2,2.0,Bears,Neal Anderson 1 yard rush (Kevin Butler kick),10,7
3,2.0,Bears,Jim Harbaugh 2 yard rush (Kevin Butler kick),17,7
4,2.0,Packers,Chris Jacke 37 yard field goal,17,10
5,3.0,Bears,Ron Morris 40 yard pass from Jim Harbaugh (Kevin Butler kick),24,10
6,3.0,Packers,Chris Jacke 37 yard field goal,24,13
7,4.0,Bears,Neal Anderson 16 yard pass from Jim Harbaugh (Kevin Butler kick),31,13
