,Quarter,Tm,Detail,GNB,CHI
0,3.0,Packers,Herdis McCrary unknown yard pass from Red Dunn (Red Dunn kick),7,0
1,3.0,Packers,Herdis McCrary interception in end zone (Red Dunn kick),14,0
