,Quarter,Tm,Detail,GNB,CHI
0,1.0,Packers,Clyde Goodnight 67 yard pass from Irv Comp (Don Hutson kick),7,0
1,1.0,Packers,Irv Comp 54 yard interception return (Don Hutson kick),14,0
2,2.0,Bears,Bob Margarita 2 yard rush (Pete Gudauskas kick),14,7
3,2.0,Packers,Larry Craig 18 yard fumble return (Don Hutson kick),21,7
4,2.0,Bears,Bob Margarita 7 yard rush (Pete Gudauskas kick),21,14
5,2.0,Packers,Ted Fritsch 49 yard field goal,24,14
6,2.0,Bears,Ken Kavanaugh 15 yard pass from Sid Luckman (Pete Gudauskas kick),24,21
7,3.0,Bears,Jim Fordham 1 yard rush (Pete Gudauskas kick),24,28
