,Quarter,Tm,Detail,SFO,RAM
0,2.0,Rams,Woodley Lewis 82 yard punt return (Bob Waterfield kick),0,7
1,3.0,Rams,Elroy Hirsch 46 yard pass from Norm Van Brocklin (Bob Waterfield kick),0,14
2,4.0,Rams,Jack Dwyer 54 yard fumble return (Bob Waterfield kick),0,21
3,4.0,49ers,"Safety, Van Brocklin tackled in end zone by Powell",2,21
4,4.0,49ers,Gordie Soltau 5 yard pass from Y.A. Tittle (Gordie Soltau kick),9,21
5,4.0,Rams,Vitamin Smith 6 yard rush (Bob Waterfield kick),9,28
6,4.0,Rams,Vitamin Smith 20 yard rush (Bob Waterfield kick),9,35
