,Quarter,Tm,Detail,PHI,NYG
0,1,Giants,Kink Richards 1 yard rush (Tillie Manton kick),0,7
1,2,Giants,Hank Soar 11 yard pass from Ed Danowski (Tillie Manton kick),0,14
2,4,Giants,Ed Danowski 1 yard rush (Hank Soar kick),0,21
