,Quarter,Tm,Detail,RAM,CHI
0,1.0,Bears,Ray McLean 39 yard pass from Sid Luckman (Joe Stydahar kick),0,7
1,1.0,Bears,Jim Keane 40 yard pass from Sid Luckman (Joe Stydahar kick),0,14
2,1.0,Rams,Jim Benton 23 yard pass from Bob Waterfield (Bob Waterfield kick),7,14
3,2.0,Bears,Ray McLean 48 yard pass from Sid Luckman (Joe Stydahar kick),7,21
4,2.0,Rams,Tom Harmon 29 yard pass from Bob Waterfield (Bob Waterfield kick),14,21
5,3.0,Rams,Bob Hoffman 1 yard rush (Bob Waterfield kick),21,21
6,3.0,Rams,Tom Harmon 84 yard rush (Bob Waterfield kick),28,21
7,4.0,Bears,Bill Osmanski 3 yard rush (Joe Stydahar kick),28,28
