,Quarter,Time,Tm,Detail,CAR,NOR
0,1.0,10:33,Panthers,Steve Smith 20 yard rush (John Kasay kick),7,0
1,1.0,4:42,Saints,Donte' Stallworth 23 yard pass from Todd Bouman (John Carney kick),7,7
2,2.0,5:22,Panthers,John Kasay 32 yard field goal,10,7
3,2.0,0:41,Panthers,Jake Delhomme 2 yard rush (John Kasay kick),17,7
4,3.0,0:27,Panthers,Steve Smith 15 yard pass from Jake Delhomme (John Kasay kick),24,7
5,4.0,5:47,Saints,John Carney 44 yard field goal,24,10
6,4.0,1:02,Panthers,John Kasay 29 yard field goal,27,10
